|      | 日期         | 城市   |   AQI |   PM2_5 |   PM10 |   SO2 |   NO2 |   CO |    O3 | 质量等级   |   月份 | 月份名称   |
|  752 | 2025-01-23 | 甘肃   |    83 |    55.9 |  116.3 |  22.2 |  28.9 | 0.49 |  97.7 | 良      |    1 | 1月     |
|  753 | 2025-01-24 | 甘肃   |    84 |    46.6 |  118.7 |  18.4 |  27.9 | 0.85 |  84.4 | 良      |    1 | 1月     |
|  754 | 2025-01-25 | 甘肃   |    67 |    38.2 |   83.2 |  21.9 |  28.5 | 1.01 | 104.9 | 良      |    1 | 1月     |
|  755 | 2025-01-26 | 甘肃   |    66 |    44.3 |   81.5 |  22.9 |  28.4 | 1.08 |  83.6 | 良      |    1 | 1月     |
|  756 | 2025-01-27 | 甘肃   |    83 |    61.7 |   86.6 |  18.3 |  34.6 | 0.94 |  64.7 | 良      |    1 | 1月     |
|  757 | 2025-01-28 | 甘肃   |    77 |    34   |  104.8 |  14.2 |  33.9 | 1    |  63   | 良      |    1 | 1月     |
|  758 | 2025-01-29 | 甘肃   |    76 |    55.7 |   97.4 |  17.5 |  27.4 | 0.8  |  56   | 良      |    1 | 1月     |
|  759 | 2025-01-30 | 甘肃   |    78 |    57.4 |   82.1 |  16   |  28.4 | 0.75 | 102.3 | 良      |    1 | 1月     |
|  760 | 2025-01-31 | 甘肃   |    83 |    50.1 |  116.8 |  12   |  38.9 | 1.39 | 137.6 | 良      |    1 | 1月     |
|  761 | 2025-02-01 | 甘肃   |    99 |    74.1 |  106.7 |  16.3 |  19   | 1.01 |  99.9 | 良      |    2 | 2月     |
|  762 | 2025-02-02 | 甘肃   |    78 |    57.6 |  104.1 |  17.6 |  28.9 | 0.61 | 122.8 | 良      |    2 | 2月     |
|  763 | 2025-02-03 | 甘肃   |    98 |    73.3 |   95.3 |  15.8 |  30.1 | 0.49 | 113.6 | 良      |    2 | 2月     |
|  764 | 2025-02-04 | 甘肃   |    71 |    38.3 |   92.6 |  15.3 |  23.5 | 0.74 |  84.5 | 良      |    2 | 2月     |
|  765 | 2025-02-05 | 甘肃   |    67 |    41.2 |   83   |  13.8 |  27.9 | 1.07 | 117.2 | 良      |    2 | 2月     |
|  766 | 2025-02-06 | 甘肃   |    84 |    53.7 |  118.2 |  18.1 |  22.2 | 0.84 |  86.3 | 良      |    2 | 2月     |
|  767 | 2025-02-07 | 甘肃   |    68 |    44.4 |   85.2 |  23.1 |  32.8 | 0.38 |  87.2 | 良      |    2 | 2月     |
|  768 | 2025-02-08 | 甘肃   |    94 |    70.2 |  103.2 |  21.2 |  18.8 | 0.78 |  92.3 | 良      |    2 | 2月     |
|  769 | 2025-02-09 | 甘肃   |    91 |    50.7 |  131.9 |  19.3 |  35.4 | 0.82 |  93.7 | 良      |    2 | 2月     |
|  770 | 2025-02-10 | 甘肃   |    96 |    72.1 |  114.9 |  19.3 |  27.3 | 0.33 | 109.1 | 良      |    2 | 2月     |
|  771 | 2025-02-11 | 甘肃   |    84 |    25.8 |  117.3 |  16.8 |  24.5 | 0.81 |  85.6 | 良      |    2 | 2月     |
|  772 | 2025-02-12 | 甘肃   |    80 |    52   |  109.2 |  11.7 |  20.4 | 0.6  | 114.2 | 良      |    2 | 2月     |
|  773 | 2025-02-13 | 甘肃   |    77 |    51.6 |  103.8 |  16   |  34.5 | 0.43 | 114.5 | 良      |    2 | 2月     |
|  774 | 2025-02-14 | 甘肃   |    78 |    53.3 |  105.9 |  14.1 |  22.5 | 1.12 | 105.5 | 良      |    2 | 2月     |
|  775 | 2025-02-15 | 甘肃   |    90 |    66.8 |   95.1 |  17.4 |  18.7 | 0.58 | 134.7 | 良      |    2 | 2月     |
|  776 | 2025-02-16 | 甘肃   |    86 |    63.8 |   97.5 |  20.6 |  34.1 | 0.66 | 123.5 | 良      |    2 | 2月     |
|  777 | 2025-02-17 | 甘肃   |    68 |    42   |   85.6 |  22.8 |  20.2 | 0.65 | 120.1 | 良      |    2 | 2月     |
|  778 | 2025-02-18 | 甘肃   |    74 |    28   |   97.1 |  17   |  25.7 | 0.78 | 102.5 | 良      |    2 | 2月     |
|  779 | 2025-02-19 | 甘肃   |    67 |    35.5 |   84.3 |  11.7 |  31.9 | 1.13 | 108.2 | 良      |    2 | 2月     |
|  780 | 2025-02-20 | 甘肃   |    83 |    40.7 |  115.9 |  16.9 |  27.1 | 0.54 | 111.8 | 良      |    2 | 2月     |
|  781 | 2025-02-21 | 甘肃   |    61 |    44.2 |   61.5 |  16.9 |  38   | 0.71 | 103.1 | 良      |    2 | 2月     |
|  782 | 2025-02-22 | 甘肃   |   144 |   110.5 |  130.1 |  18.6 |  19.9 | 0.79 |  96.5 | 轻度污染   |    2 | 2月     |
|  783 | 2025-02-23 | 甘肃   |    76 |    37.8 |  101.7 |  16.5 |  24.1 | 0.59 |  60.5 | 良      |    2 | 2月     |
|  784 | 2025-02-24 | 甘肃   |    75 |    52.3 |   99.7 |  16.7 |  24.4 | 0.7  | 117.2 | 良      |    2 | 2月     |
|  785 | 2025-02-25 | 甘肃   |    83 |    55.3 |  115   |  14.5 |  29.6 | 0.88 | 123.4 | 良      |    2 | 2月     |
|  786 | 2025-02-26 | 甘肃   |    69 |    47.5 |   88.6 |  15.4 |  34.1 | 0.6  |  84.3 | 良      |    2 | 2月     |
|  787 | 2025-02-27 | 甘肃   |    75 |    35.1 |   99.2 |  17.8 |  25.4 | 0.68 | 116.5 | 良      |    2 | 2月     |
|  788 | 2025-02-28 | 甘肃   |    71 |    52   |   59.5 |  10.2 |  23.8 | 0.66 |  95.4 | 良      |    2 | 2月     |
|  789 | 2025-03-01 | 甘肃   |   176 |   113.1 |  302.3 |   9.3 |  14.2 | 0.72 |  99.9 | 中度污染   |    3 | 3月     |
|  790 | 2025-03-02 | 甘肃   |   180 |    50.8 |  310.2 |  12.2 |  25.2 | 0.79 | 130.5 | 中度污染   |    3 | 3月     |
|  791 | 2025-03-03 | 甘肃   |   103 |     9   |  156.3 |  15   |  19.8 | 0.86 |  89.5 | 轻度污染   |    3 | 3月     |
|  792 | 2025-03-04 | 甘肃   |   162 |    91.8 |  273.5 |   8.9 |  28.5 | 1.12 |  89.9 | 中度污染   |    3 | 3月     |
|  793 | 2025-03-05 | 甘肃   |   116 |    53.1 |  181.5 |  13.6 |  21.2 | 0.3  | 140.6 | 轻度污染   |    3 | 3月     |
|  794 | 2025-03-06 | 甘肃   |   146 |    84.2 |  242.2 |  15   |  22.2 | 0.7  | 105.9 | 轻度污染   |    3 | 3月     |
|  795 | 2025-03-07 | 甘肃   |   164 |    53.3 |  278.3 |   8.8 |  13.5 | 0.45 | 131.4 | 中度污染   |    3 | 3月     |
|  796 | 2025-03-08 | 甘肃   |   142 |    56.7 |  234.1 |   8.2 |  12   | 0.65 |  80.5 | 轻度污染   |    3 | 3月     |
|  797 | 2025-03-09 | 甘肃   |   175 |    45.6 |  299.9 |   9.3 |  36.5 | 0.9  |  82.3 | 中度污染   |    3 | 3月     |
|  798 | 2025-03-10 | 甘肃   |   136 |    75.4 |  221.8 |   9.5 |  24.3 | 0.96 |  93.6 | 轻度污染   |    3 | 3月     |
|  799 | 2025-03-11 | 甘肃   |   163 |    64.2 |  275.9 |  13   |  26.1 | 0.97 | 101.7 | 中度污染   |    3 | 3月     |
|  800 | 2025-03-12 | 甘肃   |   174 |    98   |  297.6 |   7.4 |  16.8 | 0.96 |  85.5 | 中度污染   |    3 | 3月     |
|  801 | 2025-03-13 | 甘肃   |   197 |    71.9 |  344.5 |  14.3 |  29.2 | 0.68 | 117.7 | 中度污染   |    3 | 3月     |
|  802 | 2025-03-14 | 甘肃   |    95 |    71.2 |  109.9 |   7.2 |  27.8 | 0.99 | 119.2 | 良      |    3 | 3月     |
|  803 | 2025-03-15 | 甘肃   |   134 |    33   |  218.7 |   5.8 |  17.2 | 1.03 |  95.6 | 轻度污染   |    3 | 3月     |
|  804 | 2025-03-16 | 甘肃   |   112 |    36.9 |  174.2 |  11.1 |  15.3 | 0.73 |  97.3 | 轻度污染   |    3 | 3月     |
|  805 | 2025-03-17 | 甘肃   |   155 |    64   |  260.2 |  13.2 |  17.5 | 0.94 | 100   | 中度污染   |    3 | 3月     |
|  806 | 2025-03-18 | 甘肃   |   150 |    50.3 |  250.1 |  10   |  22.3 | 0.71 |  91.7 | 轻度污染   |    3 | 3月     |
|  807 | 2025-03-19 | 甘肃   |   120 |    70.7 |  190   |  10.8 |  23.6 | 0.98 |  60.8 | 轻度污染   |    3 | 3月     |
|  808 | 2025-03-20 | 甘肃   |   190 |    32.2 |  329.7 |  15.3 |  22.6 | 0.66 | 111.7 | 中度污染   |    3 | 3月     |
|  809 | 2025-03-21 | 甘肃   |   100 |    75.3 |  136.4 |  13.1 |  31.3 | 0.57 | 105.7 | 良      |    3 | 3月     |
|  810 | 2025-03-22 | 甘肃   |    91 |    43.6 |  132.3 |   9.5 |  17.1 | 0.47 | 107.8 | 良      |    3 | 3月     |
|  811 | 2025-03-23 | 甘肃   |   107 |    40.7 |  163.8 |   8.1 |  14.4 | 0.66 |  95.8 | 轻度污染   |    3 | 3月     |
|  812 | 2025-03-24 | 甘肃   |   164 |    60.7 |  277.9 |  12.6 |  21.9 | 0.71 | 128.8 | 中度污染   |    3 | 3月     |
|  813 | 2025-03-25 | 甘肃   |    98 |    50.6 |  106.8 |  11.8 |  12   | 0.5  | 158.1 | 良      |    3 | 3月     |
|  814 | 2025-03-26 | 甘肃   |   147 |    67.2 |  244.1 |  10.5 |  26.7 | 0.64 |  99.7 | 轻度污染   |    3 | 3月     |
|  815 | 2025-03-27 | 甘肃   |   109 |    82.1 |   75.4 |   8.3 |  22.4 | 0.58 | 140.1 | 轻度污染   |    3 | 3月     |
|  816 | 2025-03-28 | 甘肃   |   141 |    47   |  231.7 |   9   |  19.3 | 0.47 | 121.7 | 轻度污染   |    3 | 3月     |
|  817 | 2025-03-29 | 甘肃   |   116 |    80.6 |  182.7 |   8.8 |  18.8 | 0.89 | 115.9 | 轻度污染   |    3 | 3月     |
|  818 | 2025-03-30 | 甘肃   |    97 |    51.4 |  143.9 |   8.2 |  27.9 | 0.92 | 109.3 | 良      |    3 | 3月     |
|  819 | 2025-03-31 | 甘肃   |   118 |    77.7 |  186.5 |   7.4 |  27.6 | 0.89 | 114.1 | 轻度污染   |    3 | 3月     |
|  820 | 2025-04-01 | 甘肃   |   150 |    46.7 |  250.4 |   9.9 |  19.7 | 0.66 | 136.5 | 轻度污染   |    4 | 4月     |
|  821 | 2025-04-02 | 甘肃   |    88 |    51.9 |  125.1 |   7.2 |  25.5 | 0.67 |  95.5 | 良      |    4 | 4月     |
|  822 | 2025-04-03 | 甘肃   |   108 |    81.5 |  141.8 |   9.6 |  27.4 | 0.46 | 111.1 | 轻度污染   |    4 | 4月     |
|  823 | 2025-04-04 | 甘肃   |    98 |    68.7 |  145.6 |   3   |  23.6 | 0.76 | 138.7 | 良      |    4 | 4月     |
|  824 | 2025-04-05 | 甘肃   |   106 |    41.5 |  162.7 |   7.3 |  19.8 | 0.71 | 134.1 | 轻度污染   |    4 | 4月     |
|  825 | 2025-04-06 | 甘肃   |   133 |    79.1 |  216.9 |  12.4 |  23.9 | 1.24 |  96.3 | 轻度污染   |    4 | 4月     |
|  826 | 2025-04-07 | 甘肃   |   133 |    31.2 |  215.9 |   6.3 |  13.9 | 0.89 | 113.3 | 轻度污染   |    4 | 4月     |
|  827 | 2025-04-08 | 甘肃   |   115 |    86.8 |  178.1 |  10.8 |  21.6 | 0.74 | 129.8 | 轻度污染   |    4 | 4月     |
|  828 | 2025-04-09 | 甘肃   |   180 |    92.6 |  309.6 |   6.6 |  19.5 | 0.66 | 128.7 | 中度污染   |    4 | 4月     |
|  829 | 2025-04-10 | 甘肃   |   209 |    28.9 |  356.5 |  11.4 |  18.3 | 0.87 | 134.4 | 重度污染   |    4 | 4月     |
|  830 | 2025-04-11 | 甘肃   |   140 |    60.6 |  230.4 |   8.1 |  12   | 0.49 | 123.8 | 轻度污染   |    4 | 4月     |
|  831 | 2025-04-12 | 甘肃   |    94 |    69.9 |  119   |   8   |  13.8 | 0.9  | 126.8 | 良      |    4 | 4月     |
|  832 | 2025-04-13 | 甘肃   |   115 |    42.8 |  180.6 |   9.2 |  17.6 | 0.45 | 123.1 | 轻度污染   |    4 | 4月     |
|  833 | 2025-04-14 | 甘肃   |   175 |    53.4 |  299.3 |   5   |  27.3 | 0.56 | 145.4 | 中度污染   |    4 | 4月     |
|  834 | 2025-04-15 | 甘肃   |   105 |    40.6 |  160.1 |  11.9 |  23   | 0.3  | 109.4 | 轻度污染   |    4 | 4月     |
|  835 | 2025-04-16 | 甘肃   |   111 |    67.8 |  172.5 |  12.9 |  27.6 | 0.79 | 117.9 | 轻度污染   |    4 | 4月     |
|  836 | 2025-04-17 | 甘肃   |   103 |    70.9 |  155.5 |   7.9 |  29.7 | 0.72 |  98.7 | 轻度污染   |    4 | 4月     |
|  837 | 2025-04-18 | 甘肃   |   156 |    79.6 |  261.7 |  10.6 |  23.3 | 0.56 |  95.2 | 中度污染   |    4 | 4月     |
|  838 | 2025-04-19 | 甘肃   |   108 |    54.2 |  166.6 |  11.3 |  22   | 0.48 | 122.8 | 轻度污染   |    4 | 4月     |
|  839 | 2025-04-20 | 甘肃   |   149 |    45.4 |  247.3 |   8.7 |  14.2 | 0.95 | 103.9 | 轻度污染   |    4 | 4月     |
|  840 | 2025-04-21 | 甘肃   |   100 |    69.6 |  149.3 |   5.7 |  34.9 | 0.64 | 115.8 | 良      |    4 | 4月     |
|  841 | 2025-04-22 | 甘肃   |   159 |    86.6 |  267.6 |  13.8 |  12   | 0.52 | 145.9 | 中度污染   |    4 | 4月     |
|  842 | 2025-04-23 | 甘肃   |   145 |    65.6 |  240.8 |   7.8 |  21.9 | 1.06 | 144.8 | 轻度污染   |    4 | 4月     |
|  843 | 2025-04-24 | 甘肃   |   204 |    33.9 |  353.1 |   7.2 |  26.9 | 0.54 | 156.7 | 重度污染   |    4 | 4月     |
|  844 | 2025-04-25 | 甘肃   |   151 |    75.5 |  251.5 |  14   |  27.1 | 0.9  | 146.1 | 中度污染   |    4 | 4月     |
|  845 | 2025-04-26 | 甘肃   |   100 |    53.9 |   89.7 |  10.9 |  13.1 | 0.44 | 159.8 | 良      |    4 | 4月     |
|  846 | 2025-04-27 | 甘肃   |   100 |    41.1 |  149.1 |   9.8 |  18.3 | 0.6  | 124.3 | 良      |    4 | 4月     |
|  847 | 2025-04-28 | 甘肃   |   113 |    85.6 |  168.2 |   6.2 |  15.7 | 0.78 | 100   | 轻度污染   |    4 | 4月     |
|  848 | 2025-04-29 | 甘肃   |   121 |    65.7 |  192.6 |  11.5 |  12   | 0.66 |  98.2 | 轻度污染   |    4 | 4月     |
|  849 | 2025-04-30 | 甘肃   |   106 |    27   |  162   |  17.8 |  22.2 | 0.73 | 141.2 | 轻度污染   |    4 | 4月     |
|  850 | 2025-05-01 | 甘肃   |   147 |    71.7 |  243.7 |  11.8 |  16.4 | 0.57 | 146.8 | 轻度污染   |    5 | 5月     |
|  851 | 2025-05-02 | 甘肃   |   116 |    87.8 |  144.1 |  10.6 |  32   | 0.36 | 148   | 轻度污染   |    5 | 5月     |
|  852 | 2025-05-03 | 甘肃   |   161 |    54.4 |  271.1 |  11.3 |  25.8 | 0.97 | 135.7 | 中度污染   |    5 | 5月     |
|  853 | 2025-05-04 | 甘肃   |   186 |    76.4 |  321.3 |   8.2 |  21.8 | 0.59 | 137.7 | 中度污染   |    5 | 5月     |
|  854 | 2025-05-05 | 甘肃   |   175 |    16.5 |  299.7 |   8.2 |  18.3 | 0.74 | 152.1 | 中度污染   |    5 | 5月     |
|  855 | 2025-05-06 | 甘肃   |   190 |    53   |  330.2 |   8.2 |  22.5 | 0.82 | 126   | 中度污染   |    5 | 5月     |
|  856 | 2025-05-07 | 甘肃   |   136 |    83.6 |  221.6 |   7.5 |  20   | 0.75 | 149.4 | 轻度污染   |    5 | 5月     |
|  857 | 2025-05-08 | 甘肃   |   155 |    62.9 |  259.9 |   8.2 |  22.3 | 0.55 | 171.8 | 中度污染   |    5 | 5月     |
|  858 | 2025-05-09 | 甘肃   |   113 |    35.3 |  176.5 |   8.2 |  35.2 | 0.92 | 105.9 | 轻度污染   |    5 | 5月     |
|  859 | 2025-05-10 | 甘肃   |   114 |    86.4 |  149.6 |   8.6 |  14.5 | 0.79 | 116.4 | 轻度污染   |    5 | 5月     |
|  860 | 2025-05-11 | 甘肃   |   109 |    42.8 |  168.1 |   8.5 |  20.9 | 0.73 | 156   | 轻度污染   |    5 | 5月     |
|  861 | 2025-05-12 | 甘肃   |   107 |    54   |  114.6 |  10.1 |  27.1 | 0.73 | 168.2 | 轻度污染   |    5 | 5月     |
|  862 | 2025-05-13 | 甘肃   |    93 |    40.7 |  136.8 |   9.7 |  19.4 | 1.03 | 134.5 | 良      |    5 | 5月     |
|  863 | 2025-05-14 | 甘肃   |   175 |    69.8 |  300.4 |   9.9 |  33.4 | 0.55 | 107.1 | 中度污染   |    5 | 5月     |
|  864 | 2025-05-15 | 甘肃   |   108 |    63   |  153.4 |  14   |  27.2 | 0.78 | 168.6 | 轻度污染   |    5 | 5月     |
|  865 | 2025-05-16 | 甘肃   |   129 |    57.8 |  207.8 |   9.7 |  17.5 | 0.6  | 127.9 | 轻度污染   |    5 | 5月     |
|  866 | 2025-05-17 | 甘肃   |   129 |    70.1 |  208.4 |  16.2 |  24.1 | 0.32 | 135.7 | 轻度污染   |    5 | 5月     |
|  867 | 2025-05-18 | 甘肃   |   138 |    67.5 |  225.6 |  10.6 |  17.8 | 0.31 | 147.6 | 轻度污染   |    5 | 5月     |
|  868 | 2025-05-19 | 甘肃   |   194 |    74.9 |  337.6 |   8.3 |  17.3 | 0.51 | 129.6 | 中度污染   |    5 | 5月     |
|  869 | 2025-05-20 | 甘肃   |   131 |     6.7 |  211.6 |  13.7 |  22   | 0.58 | 125.5 | 轻度污染   |    5 | 5月     |
|  870 | 2025-05-21 | 甘肃   |   126 |    95.6 |  172   |   9.5 |  31.9 | 1.15 | 125.5 | 轻度污染   |    5 | 5月     |
|  871 | 2025-05-22 | 甘肃   |   124 |    77.9 |  198.7 |   3   |  28.4 | 0.86 | 174   | 轻度污染   |    5 | 5月     |
|  872 | 2025-05-23 | 甘肃   |   189 |    68.2 |  327.3 |   9.8 |  23.2 | 0.88 | 161.1 | 中度污染   |    5 | 5月     |
|  873 | 2025-05-24 | 甘肃   |   157 |    68.7 |  263.7 |   9.1 |  28.9 | 0.59 | 150.2 | 中度污染   |    5 | 5月     |
|  874 | 2025-05-25 | 甘肃   |    56 |    39.8 |   29.9 |  14.7 |  25.5 | 0.74 | 100.1 | 良      |    5 | 5月     |
|  875 | 2025-05-26 | 甘肃   |   115 |    84.6 |  181   |   7.2 |  15.5 | 1.19 | 149.5 | 轻度污染   |    5 | 5月     |
|  876 | 2025-05-27 | 甘肃   |    90 |    32.6 |  128.9 |   8.9 |  22.8 | 0.49 | 148.2 | 良      |    5 | 5月     |
|  877 | 2025-05-28 | 甘肃   |   119 |    51   |  187.8 |  13.8 |  23.5 | 0.82 | 115.3 | 轻度污染   |    5 | 5月     |
|  878 | 2025-05-29 | 甘肃   |   128 |    46.6 |  206.4 |  11.2 |  29.4 | 1.06 | 142.6 | 轻度污染   |    5 | 5月     |
|  879 | 2025-05-30 | 甘肃   |    97 |    71.7 |  139.8 |   9.6 |  20.3 | 0.93 | 156.5 | 良      |    5 | 5月     |
|  880 | 2025-05-31 | 甘肃   |   104 |    76.7 |  157.4 |   7.9 |  18   | 1.1  | 147.4 | 轻度污染   |    5 | 5月     |
|  881 | 2025-06-01 | 甘肃   |    75 |    47.3 |   99.6 |  11.2 |  24.2 | 0.79 | 124.5 | 良      |    6 | 6月     |
|  882 | 2025-06-02 | 甘肃   |    80 |    26.6 |   82.3 |  10.1 |  20.2 | 0.87 | 136.5 | 良      |    6 | 6月     |
|  883 | 2025-06-03 | 甘肃   |    91 |    17   |   61   |   8   |  22.6 | 0.77 | 149   | 良      |    6 | 6月     |
|  884 | 2025-06-04 | 甘肃   |    80 |    19.7 |  105.1 |   8.2 |  24.4 | 0.86 | 136.5 | 良      |    6 | 6月     |
|  885 | 2025-06-05 | 甘肃   |   129 |    32.7 |   49.6 |   7.9 |  22.5 | 0.57 | 191.8 | 轻度污染   |    6 | 6月     |
|  886 | 2025-06-06 | 甘肃   |    85 |    32.8 |   82.9 |   7.5 |  32   | 0.92 | 141.6 | 良      |    6 | 6月     |
|  887 | 2025-06-07 | 甘肃   |    90 |    37.6 |   47.9 |  13.3 |  35.4 | 0.82 | 147.6 | 良      |    6 | 6月     |
|  888 | 2025-06-08 | 甘肃   |    90 |    32.8 |   84   |  12.9 |  31.7 | 0.78 | 148.3 | 良      |    6 | 6月     |
|  889 | 2025-06-09 | 甘肃   |    63 |    45.7 |   72.8 |  13.4 |  13.4 | 1.12 | 113.9 | 良      |    6 | 6月     |
|  890 | 2025-06-10 | 甘肃   |    78 |    31   |  101.1 |  10.7 |  21.5 | 0.72 | 133.5 | 良      |    6 | 6月     |
|  891 | 2025-06-11 | 甘肃   |   106 |    10.3 |   94.1 |  10   |  24.9 | 1.02 | 167.1 | 轻度污染   |    6 | 6月     |
|  892 | 2025-06-12 | 甘肃   |    92 |    33   |   68.2 |  10.1 |  13.4 | 1.04 | 150.4 | 良      |    6 | 6月     |
|  893 | 2025-06-13 | 甘肃   |    83 |    10.5 |   64.6 |  13.9 |  20.3 | 0.95 | 139.4 | 良      |    6 | 6月     |
|  894 | 2025-06-14 | 甘肃   |    96 |    37.9 |   74.1 |   5.4 |  25.3 | 0.59 | 155.1 | 良      |    6 | 6月     |
|  895 | 2025-06-15 | 甘肃   |    84 |    47.5 |  118.2 |   9.4 |  23.7 | 0.86 | 107   | 良      |    6 | 6月     |
|  896 | 2025-06-16 | 甘肃   |    82 |    23.2 |  113.4 |   8.3 |  27   | 1.19 | 100.8 | 良      |    6 | 6月     |
|  897 | 2025-06-17 | 甘肃   |    79 |    52.2 |   61.9 |  15.1 |  17.5 | 0.43 | 134.6 | 良      |    6 | 6月     |
|  898 | 2025-06-18 | 甘肃   |    74 |    45.4 |   97.5 |   9.7 |  24.1 | 0.76 | 115.6 | 良      |    6 | 6月     |
|  899 | 2025-06-19 | 甘肃   |   124 |    49.9 |   47.2 |   6.3 |  28.6 | 1.04 | 186.6 | 轻度污染   |    6 | 6月     |
|  900 | 2025-06-20 | 甘肃   |    62 |    37.9 |   73.1 |  11.9 |  27.8 | 0.79 |  97.8 | 良      |    6 | 6月     |
|  901 | 2025-06-21 | 甘肃   |    96 |    23.8 |   63.8 |  10.2 |  31   | 0.98 | 155.5 | 良      |    6 | 6月     |
|  902 | 2025-06-22 | 甘肃   |    82 |    45.3 |  104   |   9.7 |  30.8 | 1.1  | 138.3 | 良      |    6 | 6月     |
|  903 | 2025-06-23 | 甘肃   |    73 |    28.6 |   57.1 |   9.4 |  25.4 | 0.87 | 127.6 | 良      |    6 | 6月     |
|  904 | 2025-06-24 | 甘肃   |    96 |    37.6 |   91.8 |   9.4 |  29.3 | 0.93 | 155.5 | 良      |    6 | 6月     |
|  905 | 2025-06-25 | 甘肃   |   129 |    34.3 |   83.5 |  13.7 |  23.1 | 0.85 | 191.5 | 轻度污染   |    6 | 6月     |
|  906 | 2025-06-26 | 甘肃   |    69 |    50   |   80.3 |  12.3 |  27   | 0.89 | 115.5 | 良      |    6 | 6月     |
|  907 | 2025-06-27 | 甘肃   |    84 |    45.5 |  117.5 |  11.1 |  21.7 | 1.26 | 124.9 | 良      |    6 | 6月     |
|  908 | 2025-06-28 | 甘肃   |    85 |    35.9 |  119.6 |   8.5 |  36.7 | 0.83 |  87.6 | 良      |    6 | 6月     |
|  909 | 2025-06-29 | 甘肃   |   115 |    13.6 |   81.8 |  11.3 |  27.5 | 0.78 | 176.6 | 轻度污染   |    6 | 6月     |
|  910 | 2025-06-30 | 甘肃   |    64 |    29.6 |   78   |  12.7 |  37.1 | 1.06 | 116.5 | 良      |    6 | 6月     |
|  911 | 2025-07-01 | 甘肃   |    64 |    45.8 |   55.1 |  12.8 |  32   | 0.69 |  85.6 | 良      |    7 | 7月     |
|  912 | 2025-07-02 | 甘肃   |    68 |    40.9 |   85.5 |  12.5 |  23.8 | 0.74 |  99.4 | 良      |    7 | 7月     |
|  913 | 2025-07-03 | 甘肃   |    87 |    19.7 |  124.9 |   9.3 |  32   | 0.74 | 135.7 | 良      |    7 | 7月     |
|  914 | 2025-07-04 | 甘肃   |    90 |    16.2 |   83.6 |   4.9 |  36.1 | 0.82 | 148.5 | 良      |    7 | 7月     |
|  915 | 2025-07-05 | 甘肃   |    92 |    40.4 |  101   |  17.6 |  30.1 | 0.83 | 150.6 | 良      |    7 | 7月     |
|  916 | 2025-07-06 | 甘肃   |    68 |    25.5 |   58.8 |   8.4 |  31.4 | 1.01 | 122.2 | 良      |    7 | 7月     |
|  917 | 2025-07-07 | 甘肃   |    64 |    26.8 |   78.4 |   6.5 |  27.2 | 0.81 |  92.1 | 良      |    7 | 7月     |
|  918 | 2025-07-08 | 甘肃   |    85 |    46.6 |   96.6 |  12.8 |  31.4 | 1.03 | 142.6 | 良      |    7 | 7月     |
|  919 | 2025-07-09 | 甘肃   |    73 |    53.1 |   89.8 |   7.4 |  33.1 | 1.06 | 124.6 | 良      |    7 | 7月     |
|  920 | 2025-07-10 | 甘肃   |    77 |    29.9 |  104.5 |  10.1 |  27.6 | 0.76 | 110   | 良      |    7 | 7月     |
|  921 | 2025-07-11 | 甘肃   |    63 |    38.5 |   76.2 |  14.3 |  24.3 | 1.06 | 105.1 | 良      |    7 | 7月     |
|  922 | 2025-07-12 | 甘肃   |    72 |    38.3 |   53.6 |  18   |  41.1 | 1.09 | 126.8 | 良      |    7 | 7月     |
|  923 | 2025-07-13 | 甘肃   |    81 |    37.4 |  111.4 |  13.9 |  36.5 | 0.55 | 125.7 | 良      |    7 | 7月     |
|  924 | 2025-07-14 | 甘肃   |    60 |    40.1 |   70.5 |  11.5 |  28.7 | 0.97 |  97.4 | 良      |    7 | 7月     |
|  925 | 2025-07-15 | 甘肃   |    75 |    48.8 |   99.7 |  12.7 |  34.2 | 0.81 |  92.3 | 良      |    7 | 7月     |
|  926 | 2025-07-16 | 甘肃   |    82 |    31.8 |   98.9 |   7.5 |  22.5 | 1.18 | 138.4 | 良      |    7 | 7月     |
|  927 | 2025-07-17 | 甘肃   |    53 |    21.8 |   56.9 |  11.7 |  19.3 | 0.82 | 103.3 | 良      |    7 | 7月     |
|  928 | 2025-07-18 | 甘肃   |    82 |    60.5 |  111.4 |  11.8 |  40.9 | 0.66 |  98.7 | 良      |    7 | 7月     |
|  929 | 2025-07-19 | 甘肃   |    83 |    53.5 |   79.4 |  13.6 |  35.1 | 0.92 | 139.6 | 良      |    7 | 7月     |
|  930 | 2025-07-20 | 甘肃   |    71 |    27.4 |   92.2 |  19.1 |  33.4 | 0.76 | 123.7 | 良      |    7 | 7月     |
|  931 | 2025-07-21 | 甘肃   |    67 |    42.4 |   84.2 |   7.5 |  35.6 | 1.11 |  86.8 | 良      |    7 | 7月     |
|  932 | 2025-07-22 | 甘肃   |    87 |    53.1 |  124.2 |  12.2 |  56.7 | 0.78 |  87.2 | 良      |    7 | 7月     |
|  933 | 2025-07-23 | 甘肃   |    84 |    50.1 |  118.9 |   7.9 |  40.4 | 0.94 | 104.8 | 良      |    7 | 7月     |
|  934 | 2025-07-24 | 甘肃   |    65 |    46.8 |   56.1 |  12   |  27.2 | 1.26 |  74.7 | 良      |    7 | 7月     |
